concentration_pM,sensor_surface_c_avg_6000s_pM,Kd_pM,alpha0,noise_floor_pA,lambda_D_nm,effective_charge_distance_nm,N_bound,alpha_eff,DeltaIds_screened_A,DeltaIds_screened_pA,detection_threshold_pA,detectable,required_alpha0_for_detection,maximum_allowed_distance_nm,maximum_allowed_noise_floor_pA
1000.0,872.910764842164,1.0,0.03,5.0,3.0,2.0,199.7062912083936,0.01540251357097776,6.160326821307773e-10,616.0326821307773,15.0,True,0.0007304807245672555,13.145749449293081,205.34422737692577
1000.0,872.910764842164,1.0,0.03,5.0,3.0,5.0,199.7062912083936,0.005666268085126855,2.2662575884561512e-10,226.62575884561514,15.0,True,0.0019856524796307675,13.145749449293081,75.54191961520505
1000.0,872.910764842164,1.0,0.03,5.0,3.0,10.0,199.7062912083936,0.0010702198004175717,4.280407682048546e-11,42.80407682048546,15.0,True,0.010513017297096241,13.145749449293081,14.268025606828488
1000.0,872.910764842164,1.0,0.03,5.0,9.6,0.5,199.7062912083936,0.028477492782005256,1.1389742445618832e-09,1138.974244561883,15.0,True,0.00039509234045331424,42.06639823773786,379.6580815206277
1000.0,872.910764842164,1.0,0.03,5.0,9.6,1.0,199.7062912083936,0.027032253171638716,1.081171027613364e-09,1081.171027613364,15.0,True,0.0004162153706554222,42.06639823773786,360.390342537788
1000.0,872.910764842164,1.0,0.03,5.0,9.6,2.0,199.7062912083936,0.024358090384519047,9.742162980095084e-10,974.2162980095084,15.0,True,0.00046190974316425164,42.06639823773786,324.7387660031695
1000.0,872.910764842164,1.0,0.03,5.0,9.6,5.0,199.7062912083936,0.01782075961660905,7.127518695982955e-10,712.7518695982955,15.0,True,0.0006313557623547428,42.06639823773786,237.58395653276517
1000.0,872.910764842164,1.0,0.03,5.0,9.6,10.0,199.7062912083936,0.010585982443765466,4.2339265781333015e-10,423.3926578133301,15.0,True,0.0010628431827894398,42.06639823773786,141.13088593777672
1000.0,872.910764842164,1.0,0.03,10.0,0.8,0.5,199.7062912083936,0.016057842855569708,6.422429662513317e-10,642.2429662513316,30.0,True,0.0014013388192527113,2.951015442030199,214.0809887504439
1000.0,872.910764842164,1.0,0.03,10.0,0.8,1.0,199.7062912083936,0.008595143905805703,3.437678875719614e-10,343.7678875719614,30.0,True,0.0026180455840617216,2.951015442030199,114.58929585732047
1000.0,872.910764842164,1.0,0.03,10.0,0.8,2.0,199.7062912083936,0.002462549958716964,9.849114879586148e-11,98.49114879586148,30.0,True,0.009137876966643902,2.951015442030199,32.83038293195383
1000.0,872.910764842164,1.0,0.03,10.0,0.8,5.0,199.7062912083936,5.791362408683128e-05,2.316289806447448e-12,2.3162898064474478,30.0,False,0.3885524158051504,2.951015442030199,0.7720966021491493
1000.0,872.910764842164,1.0,0.03,10.0,0.8,10.0,199.7062912083936,1.1179959516236012e-07,4.4714912375585546e-15,0.004471491237558555,30.0,False,201.2751344429341,2.951015442030199,0.0014904970791861849
1000.0,872.910764842164,1.0,0.03,10.0,3.0,0.5,199.7062912083936,0.02539445174671842,1.0156661864754633e-09,1015.6661864754633,30.0,True,0.0008861179115582798,11.066307907613247,338.5553954918211
1000.0,872.910764842164,1.0,0.03,10.0,3.0,1.0,199.7062912083936,0.021495939317213678,8.597428654408223e-10,859.7428654408224,30.0,True,0.0010468246218461334,11.066307907613247,286.5809551469408
1000.0,872.910764842164,1.0,0.03,10.0,3.0,2.0,199.7062912083936,0.01540251357097776,6.160326821307773e-10,616.0326821307773,30.0,True,0.001460961449134511,11.066307907613247,205.34422737692577
1000.0,872.910764842164,1.0,0.03,10.0,3.0,5.0,199.7062912083936,0.005666268085126855,2.2662575884561512e-10,226.62575884561514,30.0,True,0.003971304959261535,11.066307907613247,75.54191961520505
1000.0,872.910764842164,1.0,0.03,10.0,3.0,10.0,199.7062912083936,0.0010702198004175717,4.280407682048546e-11,42.80407682048546,30.0,True,0.021026034594192482,11.066307907613247,14.268025606828488
1000.0,872.910764842164,1.0,0.03,10.0,9.6,0.5,199.7062912083936,0.028477492782005256,1.1389742445618832e-09,1138.974244561883,30.0,True,0.0007901846809066285,35.41218530436239,379.6580815206277
1000.0,872.910764842164,1.0,0.03,10.0,9.6,1.0,199.7062912083936,0.027032253171638716,1.081171027613364e-09,1081.171027613364,30.0,True,0.0008324307413108444,35.41218530436239,360.390342537788
1000.0,872.910764842164,1.0,0.03,10.0,9.6,2.0,199.7062912083936,0.024358090384519047,9.742162980095084e-10,974.2162980095084,30.0,True,0.0009238194863285033,35.41218530436239,324.7387660031695
1000.0,872.910764842164,1.0,0.03,10.0,9.6,5.0,199.7062912083936,0.01782075961660905,7.127518695982955e-10,712.7518695982955,30.0,True,0.0012627115247094856,35.41218530436239,237.58395653276517
1000.0,872.910764842164,1.0,0.03,10.0,9.6,10.0,199.7062912083936,0.010585982443765466,4.2339265781333015e-10,423.3926578133301,30.0,True,0.0021256863655788796,35.41218530436239,141.13088593777672
1000.0,872.910764842164,1.0,0.03,50.0,0.8,0.5,199.7062912083936,0.016057842855569708,6.422429662513317e-10,642.2429662513316,150.0,True,0.007006694096263556,1.6634651120829187,214.0809887504439
1000.0,872.910764842164,1.0,0.03,50.0,0.8,1.0,199.7062912083936,0.008595143905805703,3.437678875719614e-10,343.7678875719614,150.0,True,0.013090227920308608,1.6634651120829187,114.58929585732047
1000.0,872.910764842164,1.0,0.03,50.0,0.8,2.0,199.7062912083936,0.002462549958716964,9.849114879586148e-11,98.49114879586148,150.0,False,0.045689384833219514,1.6634651120829187,32.83038293195383
1000.0,872.910764842164,1.0,0.03,50.0,0.8,5.0,199.7062912083936,5.791362408683128e-05,2.316289806447448e-12,2.3162898064474478,150.0,False,1.942762079025752,1.6634651120829187,0.7720966021491493
1000.0,872.910764842164,1.0,0.03,50.0,0.8,10.0,199.7062912083936,1.1179959516236012e-07,4.4714912375585546e-15,0.004471491237558555,150.0,False,1006.3756722146704,1.6634651120829187,0.0014904970791861849
1000.0,872.910764842164,1.0,0.03,50.0,3.0,0.5,199.7062912083936,0.02539445174671842,1.0156661864754633e-09,1015.6661864754633,150.0,True,0.0044305895577913985,6.2379941703109445,338.5553954918211
1000.0,872.910764842164,1.0,0.03,50.0,3.0,1.0,199.7062912083936,0.021495939317213678,8.597428654408223e-10,859.7428654408224,150.0,True,0.005234123109230666,6.2379941703109445,286.5809551469408
1000.0,872.910764842164,1.0,0.03,50.0,3.0,2.0,199.7062912083936,0.01540251357097776,6.160326821307773e-10,616.0326821307773,150.0,True,0.007304807245672555,6.2379941703109445,205.34422737692577
1000.0,872.910764842164,1.0,0.03,50.0,3.0,5.0,199.7062912083936,0.005666268085126855,2.2662575884561512e-10,226.62575884561514,150.0,True,0.019856524796307676,6.2379941703109445,75.54191961520505
1000.0,872.910764842164,1.0,0.03,50.0,3.0,10.0,199.7062912083936,0.0010702198004175717,4.280407682048546e-11,42.80407682048546,150.0,False,0.10513017297096242,6.2379941703109445,14.268025606828488
1000.0,872.910764842164,1.0,0.03,50.0,9.6,0.5,199.7062912083936,0.028477492782005256,1.1389742445618832e-09,1138.974244561883,150.0,True,0.0039509234045331425,19.96158134499502,379.6580815206277
1000.0,872.910764842164,1.0,0.03,50.0,9.6,1.0,199.7062912083936,0.027032253171638716,1.081171027613364e-09,1081.171027613364,150.0,True,0.004162153706554222,19.96158134499502,360.390342537788
1000.0,872.910764842164,1.0,0.03,50.0,9.6,2.0,199.7062912083936,0.024358090384519047,9.742162980095084e-10,974.2162980095084,150.0,True,0.004619097431642516,19.96158134499502,324.7387660031695
1000.0,872.910764842164,1.0,0.03,50.0,9.6,5.0,199.7062912083936,0.01782075961660905,7.127518695982955e-10,712.7518695982955,150.0,True,0.006313557623547427,19.96158134499502,237.58395653276517
1000.0,872.910764842164,1.0,0.03,50.0,9.6,10.0,199.7062912083936,0.010585982443765466,4.2339265781333015e-10,423.3926578133301,150.0,True,0.010628431827894396,19.96158134499502,141.13088593777672
1000.0,872.910764842164,1.0,0.03,100.0,0.8,0.5,199.7062912083936,0.016057842855569708,6.422429662513317e-10,642.2429662513316,300.0,True,0.014013388192527112,1.1089473676349626,214.0809887504439
1000.0,872.910764842164,1.0,0.03,100.0,0.8,1.0,199.7062912083936,0.008595143905805703,3.437678875719614e-10,343.7678875719614,300.0,True,0.026180455840617217,1.1089473676349626,114.58929585732047
1000.0,872.910764842164,1.0,0.03,100.0,0.8,2.0,199.7062912083936,0.002462549958716964,9.849114879586148e-11,98.49114879586148,300.0,False,0.09137876966643903,1.1089473676349626,32.83038293195383
1000.0,872.910764842164,1.0,0.03,100.0,0.8,5.0,199.7062912083936,5.791362408683128e-05,2.316289806447448e-12,2.3162898064474478,300.0,False,3.885524158051504,1.1089473676349626,0.7720966021491493
1000.0,872.910764842164,1.0,0.03,100.0,0.8,10.0,199.7062912083936,1.1179959516236012e-07,4.4714912375585546e-15,0.004471491237558555,300.0,False,2012.7513444293409,1.1089473676349626,0.0014904970791861849
1000.0,872.910764842164,1.0,0.03,100.0,3.0,0.5,199.7062912083936,0.02539445174671842,1.0156661864754633e-09,1015.6661864754633,300.0,True,0.008861179115582797,4.158552628631109,338.5553954918211
1000.0,872.910764842164,1.0,0.03,100.0,3.0,1.0,199.7062912083936,0.021495939317213678,8.597428654408223e-10,859.7428654408224,300.0,True,0.010468246218461333,4.158552628631109,286.5809551469408
1000.0,872.910764842164,1.0,0.03,100.0,3.0,2.0,199.7062912083936,0.01540251357097776,6.160326821307773e-10,616.0326821307773,300.0,True,0.01460961449134511,4.158552628631109,205.34422737692577
1000.0,872.910764842164,1.0,0.03,100.0,3.0,5.0,199.7062912083936,0.005666268085126855,2.2662575884561512e-10,226.62575884561514,300.0,False,0.03971304959261535,4.158552628631109,75.54191961520505
1000.0,872.910764842164,1.0,0.03,100.0,3.0,10.0,199.7062912083936,0.0010702198004175717,4.280407682048546e-11,42.80407682048546,300.0,False,0.21026034594192483,4.158552628631109,14.268025606828488
1000.0,872.910764842164,1.0,0.03,100.0,9.6,0.5,199.7062912083936,0.028477492782005256,1.1389742445618832e-09,1138.974244561883,300.0,True,0.007901846809066285,13.30736841161955,379.6580815206277
1000.0,872.910764842164,1.0,0.03,100.0,9.6,1.0,199.7062912083936,0.027032253171638716,1.081171027613364e-09,1081.171027613364,300.0,True,0.008324307413108445,13.30736841161955,360.390342537788
1000.0,872.910764842164,1.0,0.03,100.0,9.6,2.0,199.7062912083936,0.024358090384519047,9.742162980095084e-10,974.2162980095084,300.0,True,0.009238194863285032,13.30736841161955,324.7387660031695
1000.0,872.910764842164,1.0,0.03,100.0,9.6,5.0,199.7062912083936,0.01782075961660905,7.127518695982955e-10,712.7518695982955,300.0,True,0.012627115247094855,13.30736841161955,237.58395653276517
1000.0,872.910764842164,1.0,0.03,100.0,9.6,10.0,199.7062912083936,0.010585982443765466,4.2339265781333015e-10,423.3926578133301,300.0,True,0.021256863655788792,13.30736841161955,141.13088593777672
1000.0,872.910764842164,1.0,0.1,1.0,0.8,0.5,199.7062912083936,0.05352614285189903,2.140809887504439e-09,2140.809887504439,3.0,True,0.00014013388192527112,5.7562617598861845,713.603295834813
1000.0,872.910764842164,1.0,0.1,1.0,0.8,1.0,199.7062912083936,0.028650479686019012,1.1458929585732049e-09,1145.8929585732049,3.0,True,0.0002618045584061722,5.7562617598861845,381.9643195244016
1000.0,872.910764842164,1.0,0.1,1.0,0.8,2.0,199.7062912083936,0.008208499862389881,3.283038293195383e-10,328.3038293195383,3.0,True,0.0009137876966643902,5.7562617598861845,109.43460977317945
1000.0,872.910764842164,1.0,0.1,1.0,0.8,5.0,199.7062912083936,0.00019304541362277094,7.720966021491492e-12,7.720966021491492,3.0,True,0.038855241580515044,5.7562617598861845,2.573655340497164
1000.0,872.910764842164,1.0,0.1,1.0,0.8,10.0,199.7062912083936,3.726653172078671e-07,1.4904970791861852e-14,0.014904970791861852,3.0,False,20.12751344429341,5.7562617598861845,0.004968323597287284
1000.0,872.910764842164,1.0,0.1,1.0,3.0,0.5,199.7062912083936,0.08464817248906142,3.3855539549182118e-09,3385.5539549182117,3.0,True,8.861179115582798e-05,21.58598159957319,1128.5179849727374
1000.0,872.910764842164,1.0,0.1,1.0,3.0,1.0,199.7062912083936,0.07165313105737893,2.865809551469408e-09,2865.8095514694082,3.0,True,0.00010468246218461335,21.58598159957319,955.2698504898027
1000.0,872.910764842164,1.0,0.1,1.0,3.0,2.0,199.7062912083936,0.0513417119032592,2.053442273769258e-09,2053.442273769258,3.0,True,0.0001460961449134511,21.58598159957319,684.480757923086
1000.0,872.910764842164,1.0,0.1,1.0,3.0,5.0,199.7062912083936,0.018887560283756183,7.554191961520504e-10,755.4191961520504,3.0,True,0.00039713049592615354,21.58598159957319,251.80639871735013
1000.0,872.910764842164,1.0,0.1,1.0,3.0,10.0,199.7062912083936,0.0035673993347252395,1.4268025606828488e-10,142.68025606828488,3.0,True,0.0021026034594192485,21.58598159957319,47.56008535609496
1000.0,872.910764842164,1.0,0.1,1.0,9.6,0.5,199.7062912083936,0.09492497594001753,3.796580815206278e-09,3796.580815206278,3.0,True,7.901846809066285e-05,69.0751411186342,1265.5269384020928
1000.0,872.910764842164,1.0,0.1,1.0,9.6,1.0,199.7062912083936,0.09010751057212907,3.6039034253778807e-09,3603.903425377881,3.0,True,8.324307413108444e-05,69.0751411186342,1201.3011417926268
1000.0,872.910764842164,1.0,0.1,1.0,9.6,2.0,199.7062912083936,0.0811936346150635,3.247387660031695e-09,3247.387660031695,3.0,True,9.238194863285033e-05,69.0751411186342,1082.4625533438982
1000.0,872.910764842164,1.0,0.1,1.0,9.6,5.0,199.7062912083936,0.0594025320553635,2.3758395653276516e-09,2375.8395653276516,3.0,True,0.00012627115247094856,69.0751411186342,791.9465217758839
1000.0,872.910764842164,1.0,0.1,1.0,9.6,10.0,199.7062912083936,0.03528660814588489,1.4113088593777673e-09,1411.3088593777672,3.0,True,0.00021256863655788795,69.0751411186342,470.43628645925577
1000.0,872.910764842164,1.0,0.1,5.0,0.8,0.5,199.7062912083936,0.05352614285189903,2.140809887504439e-09,2140.809887504439,15.0,True,0.0007006694096263556,4.468711429938905,713.603295834813
1000.0,872.910764842164,1.0,0.1,5.0,0.8,1.0,199.7062912083936,0.028650479686019012,1.1458929585732049e-09,1145.8929585732049,15.0,True,0.0013090227920308608,4.468711429938905,381.9643195244016
1000.0,872.910764842164,1.0,0.1,5.0,0.8,2.0,199.7062912083936,0.008208499862389881,3.283038293195383e-10,328.3038293195383,15.0,True,0.004568938483321951,4.468711429938905,109.43460977317945
1000.0,872.910764842164,1.0,0.1,5.0,0.8,5.0,199.7062912083936,0.00019304541362277094,7.720966021491492e-12,7.720966021491492,15.0,False,0.1942762079025752,4.468711429938905,2.573655340497164
1000.0,872.910764842164,1.0,0.1,5.0,0.8,10.0,199.7062912083936,3.726653172078671e-07,1.4904970791861852e-14,0.014904970791861852,15.0,False,100.63756722146705,4.468711429938905,0.004968323597287284
1000.0,872.910764842164,1.0,0.1,5.0,3.0,0.5,199.7062912083936,0.08464817248906142,3.3855539549182118e-09,3385.5539549182117,15.0,True,0.0004430589557791399,16.757667862270893,1128.5179849727374
1000.0,872.910764842164,1.0,0.1,5.0,3.0,1.0,199.7062912083936,0.07165313105737893,2.865809551469408e-09,2865.8095514694082,15.0,True,0.0005234123109230667,16.757667862270893,955.2698504898027
1000.0,872.910764842164,1.0,0.1,5.0,3.0,2.0,199.7062912083936,0.0513417119032592,2.053442273769258e-09,2053.442273769258,15.0,True,0.0007304807245672555,16.757667862270893,684.480757923086
1000.0,872.910764842164,1.0,0.1,5.0,3.0,5.0,199.7062912083936,0.018887560283756183,7.554191961520504e-10,755.4191961520504,15.0,True,0.0019856524796307675,16.757667862270893,251.80639871735013
1000.0,872.910764842164,1.0,0.1,5.0,3.0,10.0,199.7062912083936,0.0035673993347252395,1.4268025606828488e-10,142.68025606828488,15.0,True,0.010513017297096241,16.757667862270893,47.56008535609496
1000.0,872.910764842164,1.0,0.1,5.0,9.6,0.5,199.7062912083936,0.09492497594001753,3.796580815206278e-09,3796.580815206278,15.0,True,0.00039509234045331424,53.62453715926685,1265.5269384020928
1000.0,872.910764842164,1.0,0.1,5.0,9.6,1.0,199.7062912083936,0.09010751057212907,3.6039034253778807e-09,3603.903425377881,15.0,True,0.0004162153706554222,53.62453715926685,1201.3011417926268
1000.0,872.910764842164,1.0,0.1,5.0,9.6,2.0,199.7062912083936,0.0811936346150635,3.247387660031695e-09,3247.387660031695,15.0,True,0.00046190974316425164,53.62453715926685,1082.4625533438982
1000.0,872.910764842164,1.0,0.1,5.0,9.6,5.0,199.7062912083936,0.0594025320553635,2.3758395653276516e-09,2375.8395653276516,15.0,True,0.0006313557623547428,53.62453715926685,791.9465217758839
1000.0,872.910764842164,1.0,0.1,5.0,9.6,10.0,199.7062912083936,0.03528660814588489,1.4113088593777673e-09,1411.3088593777672,15.0,True,0.0010628431827894398,53.62453715926685,470.43628645925577
1000.0,872.910764842164,1.0,0.1,10.0,0.8,0.5,199.7062912083936,0.05352614285189903,2.140809887504439e-09,2140.809887504439,30.0,True,0.0014013388192527113,3.9141936854909485,713.603295834813
1000.0,872.910764842164,1.0,0.1,10.0,0.8,1.0,199.7062912083936,0.028650479686019012,1.1458929585732049e-09,1145.8929585732049,30.0,True,0.0026180455840617216,3.9141936854909485,381.9643195244016
1000.0,872.910764842164,1.0,0.1,10.0,0.8,2.0,199.7062912083936,0.008208499862389881,3.283038293195383e-10,328.3038293195383,30.0,True,0.009137876966643902,3.9141936854909485,109.43460977317945
1000.0,872.910764842164,1.0,0.1,10.0,0.8,5.0,199.7062912083936,0.00019304541362277094,7.720966021491492e-12,7.720966021491492,30.0,False,0.3885524158051504,3.9141936854909485,2.573655340497164
1000.0,872.910764842164,1.0,0.1,10.0,0.8,10.0,199.7062912083936,3.726653172078671e-07,1.4904970791861852e-14,0.014904970791861852,30.0,False,201.2751344429341,3.9141936854909485,0.004968323597287284
1000.0,872.910764842164,1.0,0.1,10.0,3.0,0.5,199.7062912083936,0.08464817248906142,3.3855539549182118e-09,3385.5539549182117,30.0,True,0.0008861179115582798,14.678226320591055,1128.5179849727374
1000.0,872.910764842164,1.0,0.1,10.0,3.0,1.0,199.7062912083936,0.07165313105737893,2.865809551469408e-09,2865.8095514694082,30.0,True,0.0010468246218461334,14.678226320591055,955.2698504898027
1000.0,872.910764842164,1.0,0.1,10.0,3.0,2.0,199.7062912083936,0.0513417119032592,2.053442273769258e-09,2053.442273769258,30.0,True,0.001460961449134511,14.678226320591055,684.480757923086
1000.0,872.910764842164,1.0,0.1,10.0,3.0,5.0,199.7062912083936,0.018887560283756183,7.554191961520504e-10,755.4191961520504,30.0,True,0.003971304959261535,14.678226320591055,251.80639871735013
1000.0,872.910764842164,1.0,0.1,10.0,3.0,10.0,199.7062912083936,0.0035673993347252395,1.4268025606828488e-10,142.68025606828488,30.0,True,0.021026034594192482,14.678226320591055,47.56008535609496
1000.0,872.910764842164,1.0,0.1,10.0,9.6,0.5,199.7062912083936,0.09492497594001753,3.796580815206278e-09,3796.580815206278,30.0,True,0.0007901846809066285,46.970324225891375,1265.5269384020928
1000.0,872.910764842164,1.0,0.1,10.0,9.6,1.0,199.7062912083936,0.09010751057212907,3.6039034253778807e-09,3603.903425377881,30.0,True,0.0008324307413108444,46.970324225891375,1201.3011417926268
1000.0,872.910764842164,1.0,0.1,10.0,9.6,2.0,199.7062912083936,0.0811936346150635,3.247387660031695e-09,3247.387660031695,30.0,True,0.0009238194863285033,46.970324225891375,1082.4625533438982
1000.0,872.910764842164,1.0,0.1,10.0,9.6,5.0,199.7062912083936,0.0594025320553635,2.3758395653276516e-09,2375.8395653276516,30.0,True,0.0012627115247094856,46.970324225891375,791.9465217758839
1000.0,872.910764842164,1.0,0.1,10.0,9.6,10.0,199.7062912083936,0.03528660814588489,1.4113088593777673e-09,1411.3088593777672,30.0,True,0.0021256863655788796,46.970324225891375,470.43628645925577
1000.0,872.910764842164,1.0,0.1,50.0,0.8,0.5,199.7062912083936,0.05352614285189903,2.140809887504439e-09,2140.809887504439,150.0,True,0.007006694096263556,2.626643355543668,713.603295834813
1000.0,872.910764842164,1.0,0.1,50.0,0.8,1.0,199.7062912083936,0.028650479686019012,1.1458929585732049e-09,1145.8929585732049,150.0,True,0.013090227920308608,2.626643355543668,381.9643195244016
1000.0,872.910764842164,1.0,0.1,50.0,0.8,2.0,199.7062912083936,0.008208499862389881,3.283038293195383e-10,328.3038293195383,150.0,True,0.045689384833219514,2.626643355543668,109.43460977317945
1000.0,872.910764842164,1.0,0.1,50.0,0.8,5.0,199.7062912083936,0.00019304541362277094,7.720966021491492e-12,7.720966021491492,150.0,False,1.942762079025752,2.626643355543668,2.573655340497164
1000.0,872.910764842164,1.0,0.1,50.0,0.8,10.0,199.7062912083936,3.726653172078671e-07,1.4904970791861852e-14,0.014904970791861852,150.0,False,1006.3756722146704,2.626643355543668,0.004968323597287284
1000.0,872.910764842164,1.0,0.1,50.0,3.0,0.5,199.7062912083936,0.08464817248906142,3.3855539549182118e-09,3385.5539549182117,150.0,True,0.0044305895577913985,9.849912583288754,1128.5179849727374
1000.0,872.910764842164,1.0,0.1,50.0,3.0,1.0,199.7062912083936,0.07165313105737893,2.865809551469408e-09,2865.8095514694082,150.0,True,0.005234123109230666,9.849912583288754,955.2698504898027
1000.0,872.910764842164,1.0,0.1,50.0,3.0,2.0,199.7062912083936,0.0513417119032592,2.053442273769258e-09,2053.442273769258,150.0,True,0.007304807245672555,9.849912583288754,684.480757923086
1000.0,872.910764842164,1.0,0.1,50.0,3.0,5.0,199.7062912083936,0.018887560283756183,7.554191961520504e-10,755.4191961520504,150.0,True,0.019856524796307676,9.849912583288754,251.80639871735013
1000.0,872.910764842164,1.0,0.1,50.0,3.0,10.0,199.7062912083936,0.0035673993347252395,1.4268025606828488e-10,142.68025606828488,150.0,False,0.10513017297096242,9.849912583288754,47.56008535609496
1000.0,872.910764842164,1.0,0.1,50.0,9.6,0.5,199.7062912083936,0.09492497594001753,3.796580815206278e-09,3796.580815206278,150.0,True,0.0039509234045331425,31.51972026652401,1265.5269384020928
1000.0,872.910764842164,1.0,0.1,50.0,9.6,1.0,199.7062912083936,0.09010751057212907,3.6039034253778807e-09,3603.903425377881,150.0,True,0.004162153706554222,31.51972026652401,1201.3011417926268
1000.0,872.910764842164,1.0,0.1,50.0,9.6,2.0,199.7062912083936,0.0811936346150635,3.247387660031695e-09,3247.387660031695,150.0,True,0.004619097431642516,31.51972026652401,1082.4625533438982
1000.0,872.910764842164,1.0,0.1,50.0,9.6,5.0,199.7062912083936,0.0594025320553635,2.3758395653276516e-09,2375.8395653276516,150.0,True,0.006313557623547427,31.51972026652401,791.9465217758839
1000.0,872.910764842164,1.0,0.1,50.0,9.6,10.0,199.7062912083936,0.03528660814588489,1.4113088593777673e-09,1411.3088593777672,150.0,True,0.010628431827894396,31.51972026652401,470.43628645925577
1000.0,872.910764842164,1.0,0.1,100.0,0.8,0.5,199.7062912083936,0.05352614285189903,2.140809887504439e-09,2140.809887504439,300.0,True,0.014013388192527112,2.0721256110957116,713.603295834813
1000.0,872.910764842164,1.0,0.1,100.0,0.8,1.0,199.7062912083936,0.028650479686019012,1.1458929585732049e-09,1145.8929585732049,300.0,True,0.026180455840617217,2.0721256110957116,381.9643195244016
1000.0,872.910764842164,1.0,0.1,100.0,0.8,2.0,199.7062912083936,0.008208499862389881,3.283038293195383e-10,328.3038293195383,300.0,True,0.09137876966643903,2.0721256110957116,109.43460977317945
1000.0,872.910764842164,1.0,0.1,100.0,0.8,5.0,199.7062912083936,0.00019304541362277094,7.720966021491492e-12,7.720966021491492,300.0,False,3.885524158051504,2.0721256110957116,2.573655340497164
1000.0,872.910764842164,1.0,0.1,100.0,0.8,10.0,199.7062912083936,3.726653172078671e-07,1.4904970791861852e-14,0.014904970791861852,300.0,False,2012.7513444293409,2.0721256110957116,0.004968323597287284
1000.0,872.910764842164,1.0,0.1,100.0,3.0,0.5,199.7062912083936,0.08464817248906142,3.3855539549182118e-09,3385.5539549182117,300.0,True,0.008861179115582797,7.770471041608918,1128.5179849727374
1000.0,872.910764842164,1.0,0.1,100.0,3.0,1.0,199.7062912083936,0.07165313105737893,2.865809551469408e-09,2865.8095514694082,300.0,True,0.010468246218461333,7.770471041608918,955.2698504898027
1000.0,872.910764842164,1.0,0.1,100.0,3.0,2.0,199.7062912083936,0.0513417119032592,2.053442273769258e-09,2053.442273769258,300.0,True,0.01460961449134511,7.770471041608918,684.480757923086
1000.0,872.910764842164,1.0,0.1,100.0,3.0,5.0,199.7062912083936,0.018887560283756183,7.554191961520504e-10,755.4191961520504,300.0,True,0.03971304959261535,7.770471041608918,251.80639871735013
1000.0,872.910764842164,1.0,0.1,100.0,3.0,10.0,199.7062912083936,0.0035673993347252395,1.4268025606828488e-10,142.68025606828488,300.0,False,0.21026034594192483,7.770471041608918,47.56008535609496
1000.0,872.910764842164,1.0,0.1,100.0,9.6,0.5,199.7062912083936,0.09492497594001753,3.796580815206278e-09,3796.580815206278,300.0,True,0.007901846809066285,24.865507333148535,1265.5269384020928
1000.0,872.910764842164,1.0,0.1,100.0,9.6,1.0,199.7062912083936,0.09010751057212907,3.6039034253778807e-09,3603.903425377881,300.0,True,0.008324307413108445,24.865507333148535,1201.3011417926268
1000.0,872.910764842164,1.0,0.1,100.0,9.6,2.0,199.7062912083936,0.0811936346150635,3.247387660031695e-09,3247.387660031695,300.0,True,0.009238194863285032,24.865507333148535,1082.4625533438982
1000.0,872.910764842164,1.0,0.1,100.0,9.6,5.0,199.7062912083936,0.0594025320553635,2.3758395653276516e-09,2375.8395653276516,300.0,True,0.012627115247094855,24.865507333148535,791.9465217758839
1000.0,872.910764842164,1.0,0.1,100.0,9.6,10.0,199.7062912083936,0.03528660814588489,1.4113088593777673e-09,1411.3088593777672,300.0,True,0.021256863655788792,24.865507333148535,470.43628645925577
1000.0,872.910764842164,10.0,0.01,1.0,0.8,0.5,197.67057401878967,0.005352614285189903,2.1189874228174392e-10,211.89874228174392,3.0,True,0.00014157705551697675,3.9059969929244107,70.63291409391465
1000.0,872.910764842164,10.0,0.01,1.0,0.8,1.0,197.67057401878967,0.002865047968601901,1.1342122349510359e-10,113.42122349510359,3.0,True,0.0002645007616347491,3.9059969929244107,37.80707449836786
1000.0,872.910764842164,10.0,0.01,1.0,0.8,2.0,197.67057401878967,0.0008208499862389881,3.249572459709888e-11,32.495724597098885,3.0,True,0.0009231983706151398,3.9059969929244107,10.831908199032961
1000.0,872.910764842164,10.0,0.01,1.0,0.8,5.0,197.67057401878967,1.9304541362277093e-05,7.642261924814353e-13,0.7642261924814353,3.0,False,0.03925539361925071,3.9059969929244107,0.25474206416047845
1000.0,872.910764842164,10.0,0.01,1.0,0.8,10.0,197.67057401878967,3.726653172078671e-08,1.4753036142893401e-15,0.0014753036142893402,3.0,False,20.334797332175672,3.9059969929244107,0.0004917678714297801
1000.0,872.910764842164,10.0,0.01,1.0,3.0,0.5,197.67057401878967,0.008464817248906142,3.351043122331737e-10,335.1043122331737,3.0,True,8.952436272776245e-05,14.64748872346654,111.7014374110579
1000.0,872.910764842164,10.0,0.01,1.0,3.0,1.0,197.67057401878967,0.007165313105737893,2.8365967623741973e-10,283.6596762374197,3.0,True,0.0001057605381136033,14.64748872346654,94.55322541247324
1000.0,872.910764842164,10.0,0.01,1.0,3.0,2.0,197.67057401878967,0.005134171190325921,2.0325103957133513e-10,203.25103957133513,3.0,True,0.0001476007210751357,14.64748872346654,67.75034652377838
1000.0,872.910764842164,10.0,0.01,1.0,3.0,5.0,197.67057401878967,0.0018887560283756184,7.477187885501747e-11,74.77187885501746,3.0,True,0.0004012203579659935,14.64748872346654,24.923959618339154
